date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,target,hour,dayofweek,month,is_weekend,OT_lag_1,OT_lag_2,OT_lag_3,OT_lag_6,OT_lag_12,OT_lag_24,OT_lag_48,OT_rolling_mean_3,OT_rolling_std_3,OT_rolling_mean_6,OT_rolling_std_6,OT_rolling_mean_12,OT_rolling_std_12,OT_rolling_mean_24,OT_rolling_std_24,HUFL_lag_1,HULL_lag_1,MUFL_lag_1,MULL_lag_1,LUFL_lag_1,LULL_lag_1,hour_lag_1,dayofweek_lag_1,month_lag_1,is_weekend_lag_1,OT_lag_1_lag_1,OT_lag_2_lag_1,OT_lag_3_lag_1,OT_lag_6_lag_1,OT_lag_12_lag_1,OT_lag_24_lag_1,OT_lag_48_lag_1,OT_rolling_mean_3_lag_1,OT_rolling_std_3_lag_1,OT_rolling_mean_6_lag_1,OT_rolling_std_6_lag_1,OT_rolling_mean_12_lag_1,OT_rolling_std_12_lag_1,OT_rolling_mean_24_lag_1,OT_rolling_std_24_lag_1
2016-07-03 01:00:00,9.779000282287598,5.223999977111816,6.716000080108643,2.8429999351501465,2.650000095367432,1.6749999523162842,26.02799987792969,24.34000015258789,1,6,7,1,29.334999084472656,27.295000076293945,21.947999954223643,27.85700035095215,20.190000534057614,19.69700050354004,27.78700065612793,27.552666346232098,1.6684887976898841,25.68849976857503,2.9841738132771054,24.779833157857258,2.9705807031489777,22.64595826466878,3.07154816142583,10.381999969482422,5.425000190734863,7.604000091552732,2.309999942779541,2.9549999237060547,1.6749999523162842,0.0,6.0,7.0,1.0,27.295000076293945,21.947999954223643,22.229999542236328,25.88800048828125,20.82299995422364,21.10400009155273,30.5310001373291,26.192666371663417,3.8148779449476637,25.99333318074544,3.116281782371725,24.293333212534588,3.21553479003166,22.382166624069214,3.0401620964688205
2016-07-03 02:00:00,10.381999969482422,4.689000129699707,7.320000171661378,2.203000068664551,2.984999895095825,1.8580000400543213,24.34000015258789,26.45000076293945,2,6,7,1,26.02799987792969,29.334999084472656,27.295000076293945,27.295000076293945,21.315000534057614,20.048999786376957,27.78700065612793,26.56766637166341,2.5408529130444486,25.19599978129069,2.9089082931577637,25.031916459401447,2.77150571028721,22.82474994659424,3.0385192037833044,9.779000282287598,5.223999977111816,6.716000080108643,2.8429999351501465,2.650000095367432,1.6749999523162842,1.0,6.0,7.0,1.0,29.334999084472656,27.295000076293945,21.947999954223643,27.85700035095215,20.190000534057614,19.69700050354004,27.78700065612793,27.552666346232098,1.6684887976898841,25.68849976857503,2.9841738132771054,24.779833157857258,2.9705807031489777,22.64595826466878,3.07154816142583
2016-07-03 03:00:00,9.779000282287598,4.152999877929688,6.822999954223633,1.9900000095367432,2.5280001163482666,1.6749999523162842,26.45000076293945,25.95800018310547,3,6,7,1,24.34000015258789,26.02799987792969,29.334999084472656,22.229999542236328,22.018999099731445,20.75200080871582,25.04400062561035,25.606000264485676,1.116507232054962,25.899333318074543,2.534404464568604,25.401166598002117,2.6248952710045295,23.062166611353557,3.0916657268996994,10.381999969482422,4.689000129699707,7.320000171661378,2.203000068664551,2.984999895095825,1.8580000400543213,2.0,6.0,7.0,1.0,26.02799987792969,29.334999084472656,27.295000076293945,27.295000076293945,21.315000534057614,20.048999786376957,27.78700065612793,26.56766637166341,2.5408529130444486,25.19599978129069,2.9089082931577637,25.031916459401447,2.77150571028721,22.82474994659424,3.0385192037833044
2016-07-03 04:00:00,10.717000007629396,4.75600004196167,7.355999946594237,2.806999921798706,2.650000095367432,1.7970000505447388,25.95800018310547,24.05900001525879,4,6,7,1,26.45000076293945,24.34000015258789,26.02799987792969,21.947999954223643,20.68199920654297,21.38500022888184,21.947999954223643,25.582667032877605,1.1039392529328058,26.56766668955485,1.6629142747774057,25.840833346048992,2.1639750377066336,23.252708276112873,3.1245503900210347,9.779000282287598,4.152999877929688,6.822999954223633,1.9900000095367432,2.5280001163482666,1.6749999523162842,3.0,6.0,7.0,1.0,24.34000015258789,26.02799987792969,29.334999084472656,22.229999542236328,22.018999099731445,20.75200080871582,25.04400062561035,25.606000264485676,1.116507232054962,25.899333318074543,2.534404464568604,25.401166598002117,2.6248952710045295,23.062166611353557,3.0916657268996994
2016-07-03 05:00:00,10.3149995803833,4.689000129699707,7.390999794006348,2.45199990272522,2.924000024795532,1.8580000400543213,24.05900001525879,25.32500076293945,5,6,7,1,25.95800018310547,26.45000076293945,24.34000015258789,27.295000076293945,25.465999603271484,22.229999542236328,21.173999786376957,25.48900032043457,1.2626130829518745,26.028333346048992,1.8892078403948733,25.723583380381267,2.2234315540826244,23.328916629155476,3.120824419475379,10.717000007629396,4.75600004196167,7.355999946594237,2.806999921798706,2.650000095367432,1.7970000505447388,4.0,6.0,7.0,1.0,26.45000076293945,24.34000015258789,26.02799987792969,21.947999954223643,20.68199920654297,21.38500022888184,21.947999954223643,25.582667032877605,1.1039392529328058,26.56766668955485,1.6629142747774057,25.840833346048992,2.1639750377066336,23.252708276112873,3.1245503900210347
2016-07-03 06:00:00,12.592000007629396,5.223999977111816,8.670999526977539,2.203000068664551,3.7160000801086426,1.9490000009536743,25.32500076293945,23.636999130249023,6,6,7,1,24.05900001525879,25.95800018310547,26.45000076293945,29.334999084472656,25.88800048828125,20.26000022888184,22.79199981689453,25.11400032043457,0.9669236264686367,25.360000292460125,0.9722299434526094,25.676666736602783,2.2255856776177194,23.539958318074543,3.075193271025207,10.3149995803833,4.689000129699707,7.390999794006348,2.45199990272522,2.924000024795532,1.8580000400543213,5.0,6.0,7.0,1.0,25.95800018310547,26.45000076293945,24.34000015258789,27.295000076293945,25.465999603271484,22.229999542236328,21.173999786376957,25.48900032043457,1.2626130829518745,26.028333346048992,1.8892078403948733,25.723583380381267,2.2234315540826244,23.328916629155476,3.120824419475379
2016-07-03 07:00:00,11.119000434875488,4.622000217437744,7.888999938964844,2.8429999351501465,3.625,1.919000029563904,23.636999130249023,26.3799991607666,7,6,7,1,25.32500076293945,24.05900001525879,25.95800018310547,26.02799987792969,27.85700035095215,21.10400009155273,23.143999099731445,24.340333302815754,0.878463825098682,24.96150016784668,1.1221275130412751,25.324999968210857,2.1827402039063575,23.64549994468689,3.0311061379202306,12.592000007629396,5.223999977111816,8.670999526977539,2.203000068664551,3.7160000801086426,1.9490000009536743,6.0,6.0,7.0,1.0,24.05900001525879,25.95800018310547,26.45000076293945,29.334999084472656,25.88800048828125,20.26000022888184,22.79199981689453,25.11400032043457,0.9669236264686367,25.360000292460125,0.9722299434526094,25.676666736602783,2.2255856776177194,23.539958318074543,3.075193271025207
2016-07-03 08:00:00,10.649999618530272,4.421000003814697,7.035999774932861,2.025000095367432,3.594000101089477,1.919000029563904,26.3799991607666,27.364999771118164,8,6,7,1,23.636999130249023,25.32500076293945,24.05900001525879,24.34000015258789,27.295000076293945,20.61199951171875,21.66699981689453,25.11399968465169,1.3836196670811294,25.301500002543133,1.2023417630613586,25.248749891916912,2.122825234875549,23.885833263397217,3.008712134081653,11.119000434875488,4.622000217437744,7.888999938964844,2.8429999351501465,3.625,1.919000029563904,7.0,6.0,7.0,1.0,25.32500076293945,24.05900001525879,25.95800018310547,26.02799987792969,27.85700035095215,21.10400009155273,23.143999099731445,24.340333302815754,0.878463825098682,24.96150016784668,1.1221275130412751,25.324999968210857,2.1827402039063575,23.64549994468689,3.0311061379202306
2016-07-03 09:00:00,10.04699993133545,4.2199997901916495,6.432000160217285,1.6699999570846558,3.686000108718872,1.9490000009536743,27.364999771118164,28.06800079345703,9,6,7,1,26.3799991607666,23.636999130249023,25.32500076293945,26.45000076293945,22.229999542236328,18.36100006103516,17.445999145507812,25.793999354044598,1.9318498970387743,25.453999837239582,1.4161616204933045,25.676666577657063,1.9711225309999771,24.26099991798401,2.846865839282597,10.649999618530272,4.421000003814697,7.035999774932861,2.025000095367432,3.594000101089477,1.919000029563904,8.0,6.0,7.0,1.0,23.636999130249023,25.32500076293945,24.05900001525879,24.34000015258789,27.295000076293945,20.61199951171875,21.66699981689453,25.11399968465169,1.3836196670811294,25.301500002543133,1.2023417630613586,25.248749891916912,2.122825234875549,23.885833263397217,3.008712134081653
2016-07-03 10:00:00,11.720999717712402,5.090000152587892,7.888999938964844,2.559000015258789,3.563999891281128,1.8580000400543213,28.06800079345703,29.47500038146973,10,6,7,1,27.364999771118164,26.3799991607666,23.636999130249023,25.95800018310547,21.947999954223643,20.96299934387207,19.97900009155273,27.270999908447266,0.8479176602877376,25.80566660563151,1.7812656304614765,26.18666664759318,1.6904245846775352,24.55704164505005,2.858396543801487,10.04699993133545,4.2199997901916495,6.432000160217285,1.6699999570846558,3.686000108718872,1.9490000009536743,9.0,6.0,7.0,1.0,26.3799991607666,23.636999130249023,25.32500076293945,26.45000076293945,22.229999542236328,18.36100006103516,17.445999145507812,25.793999354044598,1.9318498970387743,25.453999837239582,1.4161616204933045,25.676666577657063,1.9711225309999771,24.26099991798401,2.846865839282597
